Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy
1,1.0797893824174887,0.612,4.646080071413064,0.6
2,0.8134296044059421,10.732,3.452109560181823,16.0
3,0.7010393825638325,20.098,3.0754120198986197,23.21
4,0.5925063568612804,28.944,2.8701002809065805,27.81
5,0.5135931032697868,36.916,2.4055081379564505,36.76
6,0.4566871007080273,43.564,2.131985575337953,42.79
7,0.4060381443604179,49.958,2.0310582254506366,45.67
8,0.3704466572807878,54.306,1.8720310820808894,48.56
9,0.3371160405371195,58.122,1.7073608365239976,52.33
10,0.30972654191429355,61.644,1.4934962927540647,57.67
11,0.28744192806351215,64.49,1.6070746077766902,55.44
12,0.25830727800383896,68.498,1.4691658608521088,58.49
13,0.23310974308901736,71.778,1.460363356372978,59.01
14,0.19331902448478563,75.638,1.1906082471714745,66.22
15,0.1602768497088986,80.06,1.1082463807697538,68.2
16,0.12589278024480777,84.322,1.0234023106249073,70.95
17,0.08561828976397014,88.654,0.9966462216799772,72.54
18,0.06269556817496219,92.316,0.9627447467816027,73.88
19,0.05086481049085212,94.22,0.9350446666343303,74.2
20,0.31990933509738856,58.258,1.7403962099099461,53.0
21,0.29515698315847255,63.946,1.6374700401402726,54.96
22,0.28037485045850125,65.762,1.6853241211251369,54.68
23,0.2659289731698878,67.484,1.856470062762876,50.56
24,0.26209415483962545,68.28,1.6126083693926847,57.15
25,0.25470700806668956,69.412,1.437001014057594,60.47
26,0.23528242873413788,70.472,1.3425833635692355,62.66
27,0.23407318265846624,71.748,1.495012624354302,59.02
28,0.22959347286492662,72.57,1.458202469952499,59.39
29,0.214998739912077,73.726,1.3628576314902003,62.15
30,0.20811503378631513,75.076,1.3640291645557066,62.89
31,0.197893816796715,76.106,1.3280271442630622,63.59
32,0.18838933681892922,77.694,1.3457106163230124,62.96
33,0.17661987500422446,79.206,1.4030239250086531,62.13
34,0.16362483635582886,80.944,1.2169523488117169,66.35
35,0.143717843324632,82.81,1.2603336602826662,65.24
36,0.12821958764739658,84.624,1.253085070018527,66.51
37,0.1106672048416284,86.658,1.2357891496223739,67.29
38,0.09312006488175648,88.842,1.1253563663627528,70.21
39,0.07360717532274973,91.418,1.1228756006759932,69.95
40,0.056429245797417045,93.63,1.090829398813127,71.92
41,0.04119883189954416,95.528,1.0062821684758874,73.33
42,0.02593438901826549,97.182,1.0822463450552542,73.3
43,0.015220137112928779,98.466,0.9996786698510375,75.37
44,0.010271173080100733,99.054,0.9645895045014876,76.29
45,0.006895194494682352,99.44,0.9656444599356833,76.53
46,0.0050694115216965265,99.65,0.950268990631345,76.59
47,0.003950647912119203,99.758,0.9489374062683009,77.16
48,0.003910893607703621,99.812,0.9639543287361725,76.81
49,0.0036825810349486827,99.836,0.9428789940061448,77.34
50,0.2917049101856359,61.428,1.900060747243181,49.65
51,0.25559443906140145,67.994,1.5482366643374479,58.19
52,0.24347721448030007,70.72,1.5246544684035868,58.71
53,0.23751167751029326,71.29,1.4648455818997155,60.06
54,0.22727572414881128,72.5,1.5332127718985835,59.28
55,0.21950176685972286,72.97,1.5685230704802502,57.78
56,0.22054397648252794,73.4,1.5810322203213656,57.9
57,0.2242659444699202,73.634,1.4952887545658062,60.89
58,0.21959557786317127,73.964,1.4819857395147975,60.02
59,0.20890869333616,74.696,1.462430784219428,61.38
60,0.21397508974270443,74.634,1.4956602876699423,60.98
61,0.20558838557709208,75.48,1.4674854791617091,60.87
62,0.2084766707152052,75.622,1.3394914850403992,63.61
63,0.19764010375722899,75.894,1.6651015696646292,56.41
64,0.19665895551061996,76.354,1.62133053435555,57.99
65,0.19581820775785713,76.766,1.371308319930789,63.2
66,0.192717218414292,77.338,1.3647130071362363,63.02
67,0.18488594668600566,77.456,1.4964758942398844,61.64
68,0.18533568735927572,78.416,1.4909025973911527,60.58
69,0.17607074549131077,78.818,1.3846831065189988,63.33
70,0.16461352420889813,79.938,1.3976071831546253,63.13
71,0.16668266210409685,80.002,1.3438033884084677,64.2
72,0.16929267647931034,80.468,1.3696693506421922,63.73
73,0.15911738113369173,81.158,1.5323957898948766,60.02
74,0.15080652220169907,81.992,1.343236091016214,64.74
75,0.1452341666611869,82.63,1.3139132849777801,64.91
76,0.13827152744583462,83.464,1.3487610643423056,64.2
77,0.13428094579130792,84.442,1.3811907428729384,63.75
78,0.12682203578827023,84.97,1.329183059402659,65.02
79,0.12073115771993652,86.042,1.2930578634708743,66.23
80,0.11679802389096117,86.97,1.352906783924827,65.47
81,0.10612893417058393,87.724,1.248575206044354,67.44
82,0.09711863401600772,88.864,1.3686417627938186,66.29
83,0.09243226710640257,89.782,1.2700380743304385,67.59
84,0.08398156527363126,90.196,1.2391803272162811,68.64
85,0.07299831844961552,91.482,1.1361229857311974,70.53
86,0.06534368249461474,92.79,1.2460637869714182,68.63
87,0.05774605289444594,93.592,1.1249994903425626,71.18
88,0.048839861493738715,94.542,1.1775893863243392,71.1
89,0.04184176978628958,95.528,1.1582362025598936,71.6
90,0.03445337960482253,96.21,1.1514775262603276,71.91
91,0.03024204537424895,96.754,1.1140641939790943,73.12
92,0.022927531205555973,97.562,1.0739879555340055,73.49
93,0.019955019021163815,98.078,1.0590516449529914,74.57
94,0.012493910701454752,98.728,1.0157274369952045,75.23
95,0.010729641241528799,99.084,0.995903314668921,76.26
96,0.007714673679064759,99.33,1.02164178332196,75.54
97,0.005078970875038439,99.598,0.9711345524727544,76.64
98,0.004450587311621441,99.712,0.9534920959533015,77.46
99,0.0031484740826746693,99.796,0.9540726995166344,77.53
100,0.002890994134561523,99.854,0.9533725441256656,77.73
